latitude,longitude,altitude (m),date,time
34.021675,-118.288507,56.60040491074324,2024-04-16,16:27:34
34.021615,-118.288517,56.95043987967074,2024-04-16,16:27:43
34.021821,-118.288521,96.86854553222656,2024-04-16,16:28:12
34.021752,-118.288387,57.322149166837335,2024-04-16,16:28:13
34.021846,-118.288388,56.933346760459244,2024-04-16,16:28:31
34.021943,-118.288367,57.00368259102106,2024-04-16,16:29:12
34.021817,-118.288335,56.6928982026875,2024-04-16,16:30:31
34.021733,-118.288274,56.683390938676894,2024-04-16,16:30:39
34.021717,-118.288414,56.77718804590404,2024-04-16,16:30:56
34.021894,-118.288868,56.72526512015611,2024-04-16,16:30:57
34.021435,-118.289342,56.94771854951978,2024-04-16,16:30:58
34.021393,-118.289570,56.68741160351783,2024-04-16,16:30:59
34.021488,-118.289202,56.020234684459865,2024-04-16,16:31:00
34.021479,-118.289343,56.35436533764005,2024-04-16,16:31:02
34.021469,-118.289500,55.98251669202,2024-04-16,16:31:05
34.021624,-118.289182,55.75556780770421,2024-04-16,16:31:28
34.021440,-118.289348,55.810067222453654,2024-04-16,16:31:30
34.022247,-118.288383,55.83046589419246,2024-04-16,16:31:34
34.022384,-118.288381,56.0195314027369,2024-04-16,16:31:36
34.022212,-118.288386,56.01901332475245,2024-04-16,16:31:38
34.021868,-118.288250,55.799409698694944,2024-04-16,16:31:58
34.021473,-118.288252,55.916873465292156,2024-04-16,16:31:59
34.021354,-118.288994,56.945208037272096,2024-04-16,16:33:24
34.021257,-118.288796,56.11187940835953,2024-04-16,16:35:11
34.021482,-118.288952,56.10239116009325,2024-04-16,16:35:51
34.021554,-118.288882,56.23892823792994,2024-04-16,16:35:57
34.021424,-118.289109,57.835201581940055,2024-04-16,16:36:00
34.021608,-118.288835,56.011262155137956,2024-04-16,16:36:02
34.021675,-118.288747,56.34936387185007,2024-04-16,16:36:09
34.021513,-118.288689,56.65090783312917,2024-04-16,17:01:07
34.021401,-118.288870,56.444719636812806,2024-04-16,17:06:30
34.021466,-118.288965,55.904182876460254,2024-04-16,17:06:38
34.021529,-118.289052,56.0202815765515,2024-04-16,17:06:46
34.021651,-118.288879,56.19398568570614,2024-04-16,17:06:48
34.021468,-118.288763,56.561641708016396,2024-04-16,17:06:53
34.021877,-118.288831,56.4447872787714,2024-04-16,17:07:01
34.021661,-118.288442,56.15161423385143,2024-04-16,17:07:05
34.021504,-118.288522,97.13065338134766,2024-04-16,17:07:21
34.021812,-118.288551,95.0607681274414,2024-04-16,17:08:06
34.021849,-118.288604,93.9365234375,2024-04-16,17:08:12
34.021838,-118.288593,96.3379077911377,2024-04-16,17:08:18
34.021873,-118.288588,93.89889526367188,2024-04-16,17:08:24
34.021925,-118.288530,59.78567309491336,2024-04-16,17:08:31
34.021907,-118.288321,93.91937255859375,2024-04-16,17:10:08
34.021785,-118.288543,96.90331268310547,2024-04-16,17:10:14
34.021895,-118.288584,93.90813446044922,2024-04-16,17:10:20
34.021832,-118.288519,93.91921997070312,2024-04-16,17:10:26
34.021808,-118.288471,93.91937255859375,2024-04-16,17:10:38
34.021891,-118.288537,95.92351150512695,2024-04-16,17:10:39
34.021862,-118.288566,96.45889282226562,2024-04-16,17:10:45
34.022013,-118.288528,69.98296832945198,2024-04-16,17:10:47
34.021793,-118.288672,93.65428924560547,2024-04-16,17:11:05
34.021682,-118.288721,93.88973999023438,2024-04-16,17:11:07
34.021463,-118.288806,93.91800689697266,2024-04-16,17:11:11
34.021770,-118.288661,93.91937255859375,2024-04-16,17:11:55
34.021902,-118.288622,93.91937255859375,2024-04-16,17:12:01
34.021898,-118.288644,93.91937255859375,2024-04-16,17:12:07
34.021840,-118.288556,93.91937255859375,2024-04-16,17:12:13
34.021206,-118.289209,64.42059326171875,2024-04-16,17:13:24
34.021318,-118.289284,62.03480911254883,2024-04-16,17:13:25
34.021195,-118.289334,58.75490951538086,2024-04-16,17:13:31
34.021230,-118.288730,58.699378967285156,2024-04-16,17:13:59
34.021206,-118.288506,53.47283724695444,2024-04-16,17:14:09
34.021120,-118.288442,56.12484741024673,2024-04-16,17:14:14
34.021090,-118.288321,56.09800104890019,2024-04-16,17:14:20
34.021076,-118.288211,56.04155558999628,2024-04-16,17:14:25
34.021000,-118.288147,56.52419385686517,2024-04-16,17:14:29
34.021296,-118.288061,56.61032039206475,2024-04-16,17:14:32
34.021397,-118.288197,56.51435358542949,2024-04-16,17:14:34
34.021545,-118.288403,56.46694277878851,2024-04-16,17:14:35
34.021586,-118.288269,57.020128280855715,2024-04-16,17:14:44
34.021650,-118.288186,57.09182637464255,2024-04-16,17:14:51
34.021533,-118.288026,57.0109516242519,2024-04-16,17:14:59
34.021514,-118.287909,55.939795969985425,2024-04-16,17:15:09
34.021496,-118.287799,56.065534599125385,2024-04-16,17:15:17
34.021439,-118.287680,55.82829387579113,2024-04-16,17:15:21
34.021419,-118.287572,56.09848799556494,2024-04-16,17:15:26
34.021365,-118.287474,56.95717057865113,2024-04-16,17:15:33
34.021316,-118.287380,56.86822735797614,2024-04-16,17:15:45
34.021275,-118.287281,56.530307981185615,2024-04-16,17:15:52
34.021335,-118.287186,56.75458253733814,2024-04-16,17:15:58
34.021344,-118.287074,56.73936877120286,2024-04-16,17:16:04
34.021437,-118.287057,57.02185766398907,2024-04-16,17:16:14
34.021528,-118.287029,57.04852269683033,2024-04-16,17:16:22
34.021621,-118.287053,56.80635285656899,2024-04-16,17:16:32
34.021777,-118.286966,56.84809272829443,2024-04-16,17:16:40
34.021773,-118.286848,56.38803454861045,2024-04-16,17:16:43
34.021704,-118.286724,56.776489179581404,2024-04-16,17:16:47
34.021816,-118.286777,56.48216356616467,2024-04-16,17:16:49
34.021895,-118.286704,55.667870053090155,2024-04-16,17:16:55
34.021913,-118.286583,56.23645878955722,2024-04-16,17:17:03
34.021845,-118.286491,56.886020238511264,2024-04-16,17:17:12
34.021742,-118.286437,57.05564088560641,2024-04-16,17:17:14
34.021648,-118.286432,56.59677763003856,2024-04-16,17:17:20
34.021548,-118.286391,56.9062868161127,2024-04-16,17:17:24
34.021452,-118.286348,56.89761267695576,2024-04-16,17:17:29
34.021350,-118.286331,56.82281436305493,2024-04-16,17:17:40
34.021327,-118.286205,57.02636635955423,2024-04-16,17:17:47
34.021396,-118.286121,57.10593335144222,2024-04-16,17:17:49
34.021498,-118.285995,56.91515251901001,2024-04-16,17:17:51
34.021568,-118.285892,57.01617992576212,2024-04-16,17:17:52
34.021568,-118.285774,57.10087716020644,2024-04-16,17:17:56
34.021582,-118.285659,57.516230907291174,2024-04-16,17:18:03
34.021553,-118.285541,57.70619077887386,2024-04-16,17:18:10
34.021565,-118.285430,57.96527231391519,2024-04-16,17:18:20
34.021467,-118.285421,57.78802149742842,2024-04-16,17:18:27
34.021396,-118.285335,57.49014952406287,2024-04-16,17:18:32
34.021406,-118.285196,57.572086745873094,2024-04-16,17:18:37
34.021421,-118.285085,57.92500759474933,2024-04-16,17:18:45
34.021445,-118.284979,58.17143253888935,2024-04-16,17:18:56
34.021524,-118.285061,57.695302376523614,2024-04-16,17:18:59
34.021647,-118.284938,57.71156691014767,2024-04-16,17:19:09
34.021707,-118.284841,57.60825257189572,2024-04-16,17:19:13
34.021734,-118.284725,57.734159268438816,2024-04-16,17:19:21
34.021701,-118.284615,57.834219372831285,2024-04-16,17:19:30
34.021734,-118.284502,57.28353445511311,2024-04-16,17:19:40
34.021806,-118.284425,57.47309530619532,2024-04-16,17:19:49
34.021884,-118.284335,57.81352791376412,2024-04-16,17:19:57
34.021957,-118.284243,57.852781313471496,2024-04-16,17:20:04
34.022049,-118.284215,57.6306610070169,2024-04-16,17:20:10
34.022142,-118.284234,57.863987198099494,2024-04-16,17:20:17
34.022223,-118.284182,57.90787175577134,2024-04-16,17:20:23
34.022305,-118.284129,57.450622422620654,2024-04-16,17:20:38
34.022401,-118.286768,57.84672971256077,2024-04-16,17:22:04
34.022462,-118.286322,56.65061605442315,2024-04-16,17:22:09
34.022592,-118.285949,56.92915382422507,2024-04-16,17:22:16
34.022501,-118.285599,56.93165545351803,2024-04-16,17:22:18
34.022278,-118.284853,57.41935000475496,2024-04-16,17:22:35
34.022278,-118.284853,57.41935000475496,2024-04-16,17:23:37
34.022119,-118.284445,58.13093898911029,2024-04-16,17:24:14
34.022083,-118.284544,57.78251258376986,2024-04-16,17:25:02
34.022204,-118.284547,57.82960449438542,2024-04-16,17:26:28
34.022148,-118.284636,57.568933637812734,2024-04-16,17:26:43
34.022105,-118.284535,57.816942929290235,2024-04-16,17:27:37
34.022170,-118.284634,57.628574225120246,2024-04-16,17:28:22
34.022164,-118.284521,57.50542365014553,2024-04-16,17:29:55
34.022220,-118.284611,57.753980522975326,2024-04-16,17:30:20
34.022171,-118.284432,57.7085867729038,2024-04-16,17:30:37
34.022193,-118.284625,57.569357343018055,2024-04-16,17:30:42
34.022138,-118.284533,57.545604730024934,2024-04-16,17:30:45
34.022080,-118.284438,57.65995759703219,2024-04-16,17:31:04
34.022102,-118.284551,57.581459764391184,2024-04-16,17:31:27
34.022176,-118.284634,57.80117307975888,2024-04-16,17:31:55
34.022173,-118.284497,57.754860517568886,2024-04-16,17:33:54
34.022304,-118.284431,57.704040467739105,2024-04-16,17:38:27
34.022120,-118.284589,57.92531877849251,2024-04-16,17:40:07
34.022162,-118.284708,57.78281322680414,2024-04-16,17:51:49
34.022270,-118.284696,57.76150485314429,2024-04-16,17:53:06
34.022228,-118.284491,57.717701251618564,2024-04-16,17:59:53
34.022146,-118.284376,57.80687856115401,2024-04-16,18:01:43
34.022180,-118.284497,57.72213111445308,2024-04-16,18:05:30
34.022134,-118.284371,57.855167891830206,2024-04-16,18:07:45
34.022235,-118.284407,57.81465913262218,2024-04-16,18:09:58
34.022117,-118.284417,58.01453906670213,2024-04-16,18:11:00
34.022135,-118.284576,57.727740220725536,2024-04-16,18:18:03
34.022056,-118.284647,57.847160341218114,2024-04-16,18:22:35
34.022145,-118.284582,57.57250925153494,2024-04-16,18:23:29
34.022194,-118.284428,57.60256474930793,2024-04-16,18:24:26
34.022098,-118.284447,57.62837464362383,2024-04-16,18:35:34
34.022218,-118.284365,57.66925032157451,2024-04-16,18:40:05
34.022130,-118.284327,57.861012059263885,2024-04-16,18:41:58
34.022119,-118.284453,57.727154604159296,2024-04-16,18:43:26
34.021995,-118.284443,57.74331225734204,2024-04-16,18:44:21
34.022189,-118.284323,57.62088704202324,2024-04-16,18:57:23
34.022150,-118.284439,57.80276209767908,2024-04-16,18:57:38
34.022244,-118.284486,57.78439403232187,2024-04-16,18:58:06
34.022196,-118.284584,57.97803396452218,2024-04-16,18:58:17
34.022109,-118.284205,58.879390731453896,2024-04-16,18:58:30
34.022088,-118.284443,57.76181098539382,2024-04-16,18:58:31
34.022109,-118.284205,57.998653426766396,2024-04-16,18:58:38
34.022066,-118.284386,57.62370791193098,2024-04-16,18:58:39
34.022109,-118.284206,57.93340684380382,2024-04-16,18:58:40
34.022423,-118.284200,59.106685638427734,2024-04-16,18:59:18
34.022360,-118.284170,56.18674676306546,2024-04-16,18:59:20
34.022361,-118.284099,56.97456754185259,2024-04-16,18:59:21
34.022430,-118.284017,56.715443942695856,2024-04-16,18:59:31
34.022515,-118.283974,57.583535213023424,2024-04-16,18:59:38
34.022608,-118.283936,55.578365792520344,2024-04-16,18:59:44
34.022694,-118.283881,53.02600718289614,2024-04-16,18:59:51
34.022754,-118.283785,53.85037390794605,2024-04-16,18:59:59
34.022842,-118.283730,54.73678110912442,2024-04-16,19:00:07
34.022924,-118.283678,55.856313878670335,2024-04-16,19:00:12
34.023009,-118.283626,56.13769492786378,2024-04-16,19:00:21
34.023098,-118.283602,55.18184529617429,2024-04-16,19:00:29
34.023204,-118.283712,55.92378253955394,2024-04-16,19:00:34
34.023294,-118.283735,56.62205899413675,2024-04-16,19:00:42
34.023387,-118.283774,54.048146206885576,2024-04-16,19:00:50
34.023437,-118.283887,53.762839493341744,2024-04-16,19:00:57
34.023517,-118.283959,51.618654386140406,2024-04-16,19:01:05
34.023596,-118.284013,53.82231528311968,2024-04-16,19:01:39
34.023694,-118.284031,52.80389414355159,2024-04-16,19:01:52
34.023779,-118.284086,53.34282739274204,2024-04-16,19:02:00
34.023870,-118.284134,53.68346969317645,2024-04-16,19:02:07
34.023958,-118.284173,53.32534971367568,2024-04-16,19:02:14
34.024052,-118.284195,53.61674003396183,2024-04-16,19:02:22
34.024139,-118.284232,55.60167538654059,2024-04-16,19:02:31
34.024221,-118.284284,56.67808108497411,2024-04-16,19:02:40
34.024304,-118.284347,56.711615381762385,2024-04-16,19:02:46
34.024386,-118.284402,57.32006862666458,2024-04-16,19:02:52
34.024487,-118.284440,57.52819933928549,2024-04-16,19:03:00
34.024580,-118.284492,57.43005788791925,2024-04-16,19:03:10
34.024670,-118.284536,57.14801151398569,2024-04-16,19:03:18
34.024752,-118.284603,56.215935750864446,2024-04-16,19:03:25
34.024851,-118.284657,56.822124153375626,2024-04-16,19:03:31
34.024948,-118.284687,57.39421531558037,2024-04-16,19:03:36
34.025034,-118.284722,56.97574293706566,2024-04-16,19:03:44
34.025118,-118.284653,56.620794516056776,2024-04-16,19:03:51
34.025206,-118.284610,55.7679477641359,2024-04-16,19:03:59
34.025289,-118.284546,56.0976787712425,2024-04-16,19:04:05
34.025384,-118.284583,55.26059203222394,2024-04-16,19:04:16
34.025485,-118.284633,55.99304814543575,2024-04-16,19:04:21
34.025566,-118.284580,57.787724113091826,2024-04-16,19:04:35
34.025659,-118.284516,58.0836956622079,2024-04-16,19:04:37
34.025741,-118.284470,58.412075157277286,2024-04-16,19:04:42
34.025950,-118.284560,58.33479690551758,2024-04-16,19:04:54
34.025828,-118.284598,59.19956588745117,2024-04-16,19:04:55
34.025735,-118.284627,59.267791748046875,2024-04-16,19:05:01
34.026009,-118.284984,59.26915740966797,2024-04-16,19:05:07
34.025872,-118.284846,59.26930236816406,2024-04-16,19:05:08
34.025694,-118.284638,59.26936721801758,2024-04-16,19:05:14
34.025664,-118.284525,59.26937484741211,2024-04-16,19:05:26
34.025704,-118.284632,59.26937484741211,2024-04-16,19:06:02
34.025640,-118.284508,59.26937484741211,2024-04-16,19:06:20
34.025758,-118.284693,59.26937484741211,2024-04-16,19:06:32
34.025705,-118.284603,59.26937484741211,2024-04-16,19:06:39
34.025627,-118.284542,59.26937484741211,2024-04-16,19:08:07
34.025720,-118.284727,59.26937484741211,2024-04-16,19:08:13
34.025628,-118.284640,59.26937484741211,2024-04-16,19:08:19
34.025803,-118.284801,59.26937484741211,2024-04-16,19:08:25
34.025749,-118.284690,59.26937484741211,2024-04-16,19:08:43
34.025656,-118.284574,59.26937484741211,2024-04-16,19:08:55
34.025782,-118.284735,59.26937484741211,2024-04-16,19:09:07
34.025665,-118.284585,59.26937484741211,2024-04-16,19:09:19
34.025799,-118.284745,59.26937484741211,2024-04-16,19:09:25
34.025683,-118.284638,59.26937484741211,2024-04-16,19:09:43
34.025636,-118.284532,59.26937484741211,2024-04-16,19:10:56
34.025579,-118.284710,59.26937484741211,2024-04-16,19:11:16
34.025485,-118.284636,57.8991885446012,2024-04-16,19:11:18
34.025416,-118.284738,57.88274614047259,2024-04-16,19:11:21
34.025352,-118.284654,57.81909891590476,2024-04-16,19:11:29
34.025203,-118.284765,57.623357153497636,2024-04-16,19:11:30
34.025157,-118.284621,57.82328352145851,2024-04-16,19:11:31
34.025358,-118.284575,57.63961046375334,2024-04-16,19:11:32
34.025525,-118.284577,57.82792999967933,2024-04-16,19:11:35
34.025608,-118.284514,58.13622710388154,2024-04-16,19:11:39
34.025586,-118.284399,58.33634790871292,2024-04-16,19:11:45
34.025618,-118.284292,56.6148625202477,2024-04-16,19:11:49
34.025595,-118.284187,55.90142423007637,2024-04-16,19:11:55
34.025602,-118.284076,55.14572132471949,2024-04-16,19:12:01
34.025595,-118.283962,55.65896637365222,2024-04-16,19:12:08
34.025605,-118.283847,55.27364691533148,2024-04-16,19:12:15
34.025584,-118.283739,55.64927476178855,2024-04-16,19:12:22
34.025573,-118.283623,56.50996040645987,2024-04-16,19:12:30
34.025556,-118.283505,57.30581594631076,2024-04-16,19:12:37
34.025529,-118.283398,57.05680389981717,2024-04-16,19:12:44
34.025495,-118.283297,56.295596345327795,2024-04-16,19:12:51
34.025450,-118.283184,55.920218985527754,2024-04-16,19:13:00
34.025403,-118.283076,55.923563450574875,2024-04-16,19:13:07
34.025355,-118.282970,55.090297577902675,2024-04-16,19:13:14
34.025311,-118.282873,55.21699168346822,2024-04-16,19:13:20
34.025260,-118.282760,55.301802065223455,2024-04-16,19:13:28
34.025228,-118.282647,55.45645430777222,2024-04-16,19:13:35
34.025168,-118.282556,56.372211010195315,2024-04-16,19:13:42
34.025120,-118.282449,56.969601227901876,2024-04-16,19:13:51
34.025073,-118.282341,56.76558213029057,2024-04-16,19:13:59
34.025030,-118.282245,56.425328456796706,2024-04-16,19:14:06
34.024984,-118.282140,57.30083947442472,2024-04-16,19:14:14
34.024918,-118.281989,57.85505296476185,2024-04-16,19:14:20
34.024931,-118.281872,58.01617809012532,2024-04-16,19:14:24
34.024873,-118.281763,56.69126950390637,2024-04-16,19:14:32
34.024820,-118.281665,55.894529982469976,2024-04-16,19:14:39
34.024772,-118.281550,57.08200107514858,2024-04-16,19:14:50
34.024711,-118.281462,58.50281641352922,2024-04-16,19:14:56
34.024700,-118.281334,59.056535724550486,2024-04-16,19:15:04
34.024628,-118.281220,59.379439286887646,2024-04-16,19:15:10
34.024604,-118.281110,59.45873278565705,2024-04-16,19:15:19
34.024562,-118.281007,59.25892207864672,2024-04-16,19:15:27
34.024481,-118.280923,59.457565798424184,2024-04-16,19:15:34
34.024424,-118.280821,59.382978801615536,2024-04-16,19:15:43
34.024370,-118.280720,59.481469814665616,2024-04-16,19:15:50
34.024318,-118.280626,59.15136799868196,2024-04-16,19:15:57
34.024272,-118.280525,59.09734500851482,2024-04-16,19:16:05
34.024245,-118.280419,59.20041009038687,2024-04-16,19:16:11
34.024205,-118.280322,59.084574395790696,2024-04-16,19:16:18
34.024161,-118.280208,59.48849560599774,2024-04-16,19:16:28
34.024088,-118.280111,59.912442225031555,2024-04-16,19:16:35
34.024028,-118.280013,59.71061133686453,2024-04-16,19:16:41
34.023997,-118.279899,59.957383058965206,2024-04-16,19:16:48
34.023946,-118.279797,59.53882131539285,2024-04-16,19:16:56
34.023901,-118.279696,59.85848424304277,2024-04-16,19:17:04
34.023854,-118.279587,60.51756917312741,2024-04-16,19:17:12
34.023809,-118.279483,60.5725850276649,2024-04-16,19:17:18
34.023766,-118.279385,60.47154515888542,2024-04-16,19:17:25
34.023722,-118.279284,59.994206773117185,2024-04-16,19:17:31
34.023672,-118.279173,59.85837874747813,2024-04-16,19:17:39
34.023760,-118.279125,60.07331188581884,2024-04-16,19:17:51
34.023842,-118.279065,60.06891378574073,2024-04-16,19:17:55
34.023893,-118.278974,60.3549926020205,2024-04-16,19:18:00
34.023977,-118.278913,59.71820463985205,2024-04-16,19:18:07
34.024062,-118.278842,60.24703574273735,2024-04-16,19:18:15
34.024142,-118.278771,59.51489985268563,2024-04-16,19:18:21
34.024228,-118.278718,60.37481466308236,2024-04-16,19:18:28
34.024303,-118.278639,60.509368155151606,2024-04-16,19:18:37
34.024389,-118.278575,60.113809942267835,2024-04-16,19:18:44
34.024477,-118.278531,59.791057746857405,2024-04-16,19:18:50
34.024556,-118.278416,59.777721820399165,2024-04-16,19:19:05
34.024468,-118.278602,56.324581161141396,2024-04-16,19:19:06
34.024604,-118.278385,60.49813414178789,2024-04-16,19:19:07
34.024511,-118.278462,61.29973332118243,2024-04-16,19:19:11
34.024495,-118.278594,60.23815538082272,2024-04-16,19:19:28
34.024595,-118.278463,60.53113399632275,2024-04-16,19:19:29
34.024631,-118.278591,60.30916841700673,2024-04-16,19:19:45
34.024723,-118.278821,60.345552422106266,2024-04-16,19:19:47
34.024761,-118.278930,60.316991553641856,2024-04-16,19:19:53
34.024845,-118.279048,60.60166166909039,2024-04-16,19:20:01
34.024859,-118.279162,60.3069475395605,2024-04-16,19:20:07
34.024970,-118.279185,60.35321120917797,2024-04-16,19:20:16
34.025086,-118.279203,60.50620348844677,2024-04-16,19:20:22
34.024982,-118.279122,47.251766219735146,2024-04-16,19:26:09
34.025146,-118.279207,60.37688086554408,2024-04-16,19:26:10
34.025128,-118.279197,60.384006816893816,2024-04-16,19:26:11
34.025103,-118.279211,60.46697582025081,2024-04-16,19:26:30
34.024933,-118.279132,50.759944930672646,2024-04-16,19:51:06
34.025097,-118.279210,50.761383056640625,2024-04-16,19:51:20
34.025103,-118.279210,64.06803937070072,2024-04-16,19:52:28
34.024839,-118.279203,59.465084090828896,2024-04-16,19:55:05
34.025105,-118.279211,60.36849991045892,2024-04-16,19:55:34
34.025016,-118.279281,60.25097276177257,2024-04-16,19:59:20
34.025155,-118.279199,60.39912483841181,2024-04-16,19:59:34
34.025002,-118.279258,59.501644149422646,2024-04-16,20:03:03
34.025148,-118.279159,60.25194441340864,2024-04-16,20:03:07
34.025161,-118.279160,60.534759474918246,2024-04-16,20:03:10
34.025106,-118.279208,60.07735636271536,2024-04-16,20:03:29
34.025055,-118.279097,60.1309558423236,2024-04-16,20:03:43
34.025176,-118.279090,59.95028497558087,2024-04-16,20:03:44
34.025016,-118.279039,59.99386265128851,2024-04-16,20:03:45
34.024921,-118.279047,60.20800680387765,2024-04-16,20:03:48
34.025022,-118.279064,60.18134673777968,2024-04-16,20:03:51
34.024933,-118.279041,60.25061785709113,2024-04-16,20:03:54
34.024858,-118.278974,60.61635771766305,2024-04-16,20:04:01
34.024786,-118.278898,60.34021036140621,2024-04-16,20:04:10
34.024716,-118.278820,60.19430000893772,2024-04-16,20:04:14
34.024621,-118.278743,60.265352747403085,2024-04-16,20:04:19
34.024538,-118.278668,60.399539003148675,2024-04-16,20:04:23
34.024445,-118.278604,60.34526276215911,2024-04-16,20:04:27
34.024513,-118.278518,60.62537713814527,2024-04-16,20:04:31
34.024424,-118.278494,60.78960576094687,2024-04-16,20:04:34
34.024331,-118.278483,60.30868098884821,2024-04-16,20:04:37
34.024514,-118.278629,63.91900254879147,2024-04-16,20:04:38
